homolog_group	Halogeometricum_borinquense_strain_wsp4	Halobonum_sp_NJ-3-1	ga0207718_100100	jgi12330j12834_1000008	Natrinema_altunense_strain_AJ2	Halovivax_sp_KZCA124	Haloterrigena_sp_SYSU_A121-1	Haloplanus_natans_DSM_17983	Haloferax_sp_Q22	ga0207719_100190	ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_1435_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_890_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_527_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_358_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_1504_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_1006_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_2a.faa	ORF_1680_Halogeometricum_borinquense_strain_wsp4	ORF_1240_Halobonum_sp_NJ-3-1	ORF_929_ga0207718_100100	ORF_1244_jgi12330j12834_1000008	ORF_865_Natrinema_altunense_strain_AJ2	ORF_404_Halovivax_sp_KZCA124	ORF_182_Haloterrigena_sp_SYSU_A121-1	ORF_2178_Haloplanus_natans_DSM_17983	ORF_1192_Haloferax_sp_Q22	ORF_1206_ga0207719_100190	ORF_360_ga0207733_100382
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/64497_Ga0075122_10000557_332_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/71306_Ga0172377_10000119_909_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/33763_QNAN01000020.1_93_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/43488_NZ_CP071597.1_2261_expanded.faa	.	ORF_4490_Halobonum_sp_NJ-3-1	.	.	.	ORF_2261_Halovivax_sp_KZCA124	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/37844_DRYJ01000053.1_366_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/37975_DRYJ01000053.1_497_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/64551_Ga0075122_10000557_386_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/34166_QNDS01000002.1_205_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/91810_Ga0222658_1000332_677_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/82806_Ga0207718_100100_858_expanded.faa	.	.	ORF_858_ga0207718_100100	ORF_1959_jgi12330j12834_1000008	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/48625_JABURA010000001_54_expanded.faa	ORF_1139_Halogeometricum_borinquense_strain_wsp4	ORF_1059_Halobonum_sp_NJ-3-1	.	.	.	.	ORF_54_Haloterrigena_sp_SYSU_A121-1	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/44447_LOEP01000012_357_expanded.faa	.	.	.	.	.	.	.	ORF_909_Haloplanus_natans_DSM_17983	ORF_357_Haloferax_sp_Q22	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/55853_CP058579_4411_expanded.faa	.	ORF_4411_Halobonum_sp_NJ-3-1	ORF_1401_ga0207718_100100	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/44437_LOEP01000012_347_expanded.faa	.	.	.	.	.	.	.	ORF_895_Haloplanus_natans_DSM_17983	ORF_347_Haloferax_sp_Q22	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/37834_DRYJ01000053.1_356_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/37916_DRYJ01000053.1_438_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_6.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/CG_10.faa	ORF_1264_Halogeometricum_borinquense_strain_wsp4	.	ORF_2116_ga0207718_100100	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/46404_JNCS01000001_567_expanded.faa	.	.	.	.	ORF_567_Natrinema_altunense_strain_AJ2	.	.	ORF_653_Haloplanus_natans_DSM_17983	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/50027_JABURA010000001_1456_expanded.faa	.	ORF_2375_Halobonum_sp_NJ-3-1	.	.	.	.	ORF_1456_Haloterrigena_sp_SYSU_A121-1	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/33758_QNAN01000020.1_88_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/33726_QNAN01000020.1_56_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/37817_DRYJ01000053.1_339_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/53268_CP058579_1826_expanded.faa	.	ORF_1826_Halobonum_sp_NJ-3-1	.	ORF_700_jgi12330j12834_1000008	.	.	.	.	.	.	.
../results/homolog_groups_expansion_and_collapse/results/connected_groups_filtered_splitted_arCOGs/fastas/protein/91803_Ga0222658_1000332_670_expanded.faa	.	.	.	.	.	.	.	.	.	.	.
