genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15170			293049	294428	-	1380		seryl-tRNA ligase			6.1.1.11|Serine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15175			294282	295760	+	1479		TrkA-C domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15180			295875	296456	-	582		MgtE integral membrane region				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15185			296456	297031	-	576		MgtE integral membrane region				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15190			297169	297597	-	429		CrcB protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15195			297594	298001	-	408		Camphor resistance CrcB protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15200			298011	298139	-	129		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15205			298228	299163	+	936		cation diffusion facilitator family transporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15210			299215	300378	-	1164		ATP-binding region ATPase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15215			300526	301449	+	924		beta-lactamase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15220			301646	303667	+	2022		AMP-dependent synthetase and ligase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15225			303853	305757	+	1905		TrkA-N domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15230			305782	306198	-	417		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15235			306315	306728	-	414		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15240			306810	307403	-	594		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15245			307559	309247	+	1689		aldehyde ferredoxin oxidoreductase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15250			309304	310062	-	759		TraB family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15255			310144	310461	-	318		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15260			310530	310712	+	183		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15265			310718	311854	-	1137		acetyl-CoA acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15270			312110	314008	+	1899		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15275			314107	314775	+	669		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15280			314802	315230	+	429		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15285			315391	316908	+	1518		aldehyde dehydrogenase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15290			317340	317678	-	339		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15295			317749	318699	-	951		short-chain dehydrogenase/reductase SDR				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15300			318743	319348	-	606		peptidylprolyl isomerase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15305			319480	319998	-	519		peptidylprolyl isomerase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15310			320125	321096	+	972		Succinylglutamate desuccinylase/aspartoacylase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15315			321122	321877	-	756		short-chain dehydrogenase/reductase SDR				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15320			322532	323263	-	732		IclR family transcriptional regulator				
1227494.3	Natrinema altunense JCM 12890	AOIK01000035	RefSeq	CDS		C485_15325			323501	323603	+	103		acyl-CoA dehydrogenase domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15346			1	961	+	961		acyl-CoA dehydrogenase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15351			1239	2261	-	1023		MaoC domain protein dehydratase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15356			2469	3719	-	1251		acyl-CoA dehydrogenase domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15361			3872	5020	-	1149		acetyl-CoA acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15366			5181	5966	+	786		short-chain dehydrogenase/reductase SDR				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15371			6006	6677	-	672		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15376			6873	8141	-	1269		acyl-CoA dehydrogenase 12				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15381			8135	8341	-	207		AMP-dependent synthetase and ligase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15386			8416	9579	-	1164		L-carnitine dehydratase/bile acid-inducible protein F				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15391			9661	10560	-	900		ribonucleoside-diphosphate reductase, beta subunit 2				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15396			10842	11786	+	945		3-hydroxybutyryl-CoA dehydrogenase			1.1.1.157|3-hydroxybutyryl-CoA dehydrogenase	00360|Phenylalanine metabolism;00362|Benzoate degradation via hydroxylation;00650|Butanoate metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15401			11690	12487	-	798		Enoyl-CoA hydratase/isomerase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15406			12721	13803	-	1083		anthranilate phosphoribosyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15411			14322	16523	+	2202		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15416			16598	17653	+	1056		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15421			17691	19508	-	1818		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15426			19600	20940	-	1341		sulfatase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15431			21200	22090	+	891		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15436			22145	23692	-	1548		polysaccharide biosynthesis protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15441			23712	24869	-	1158		glycosyl transferase, group 1				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15446			25309	26490	+	1182		glycosyl transferase, group 1 family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15451			26575	27654	+	1080		UDP-N-acetylglucosamine 2-epimerase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15456			27721	28638	+	918		dTDP-glucose 4,6-dehydratase-related protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15461			28625	29971	+	1347		nucleotide sugar dehydrogenase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15466			29968	31311	+	1344		glycosyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15471			31416	32069	-	654		type 11 methyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15476			32138	33172	-	1035		glycosyl transferase family 2				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15481			33169	34185	-	1017		UDP-glucose 4-epimerase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15486			34172	35179	-	1008		NAD-dependent epimerase/dehydratase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15491			35183	36349	-	1167		UDP-sulfoquinovose synthase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15496			36531	36680	+	150		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15501			36771	38300	+	1530		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15506			38297	38965	+	669		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15511			38962	39837	+	876		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000036	RefSeq	CDS		C485_15516			39871	40737	-	867		ATPase associated with various cellular activities AAA 3				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15521			59	1210	-	1152		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15526			1225	1503	-	279		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15531			2390	3430	+	1041		putative transcriptional regulator, AsnC family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15536			4034	5287	-	1254		orc1/cdc6 family replication initiation protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15541			6059	9133	-	3075		D-lactate dehydrogenase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15546			9498	10385	-	888		3-hydroxyacyl-CoA dehydrogenase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15551			10636	10986	+	351		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15556			11156	12298	+	1143		acetyl-CoA acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15561			12509	13648	-	1140		acyl-CoA dehydrogenase domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15566			13784	15337	-	1554		AMP-dependent synthetase and ligase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15571			15454	17649	-	2196		TRAP transporter, 4TM/12TM fusion protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15576			17658	18635	-	978		TRAP transporter solute receptor, TAXI family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15581			18924	20087	+	1164		acyl-CoA dehydrogenase domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15586			20265	21029	+	765		Transcriptional regulator IclR				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15591			21512	21970	+	459		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15596			22215	22574	+	360		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15601			23849	24442	-	594	fxsA	phage T7 F exclusion suppressor FxsA				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15606			24575	26221	+	1647		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15611			26303	27106	+	804		transcriptional regulator, TrmB				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15616			27103	28029	-	927		GTP cyclohydrolase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15621			28447	28860	+	414		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15626			29021	29941	+	921		Nucleotidyltransferase, putative				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15631			30164	30925	+	762		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15636			31049	31717	+	669		DSBA oxidoreductase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15641			31729	32565	-	837		ATP-NAD/AcoX kinase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15646			32890	33129	+	240		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15651			33131	33493	+	363		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15656			33572	34000	+	429		UspA domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15661			34117	35622	+	1506		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15666			35805	36695	+	891		Transcription factor TFIIB cyclin-related protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15671			37009	37692	+	684		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15676			38087	38881	+	795		NAD synthetase			6.3.1.5|NAD(+) synthase	00760|Nicotinate and nicotinamide metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15681			38878	39408	-	531		GCN5-related N-acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15686			39508	40212	-	705		enoyl-CoA hydratase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15691			40273	41040	+	768		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15696			41439	42584	+	1146		putative phage integrase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15701			42635	43624	+	990		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15706			43874	44161	-	288		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15711			44530	44796	+	267		PhiH1 repressor-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15716			45144	45353	+	210		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15721			45383	45793	+	411		zinc finger SWIM domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15726			45790	46071	+	282		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15731			46187	46855	+	669		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15736			46852	47103	+	252		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15741			47106	50939	-	3834		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15746			53888	55318	+	1431		sodium:neurotransmitter symporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15751			55773	56843	-	1071		oxidoreductase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000037	RefSeq	CDS		C485_15756			57049	58159	+	1111		quinolinate synthetase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15769			189	1418	+	1230		fumarate reductase/succinate dehydrogenase flavoprotein domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15774			1420	2235	+	816		nicotinate-nucleotide pyrophosphorylase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15779			2242	2808	-	567		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15784			2966	3520	-	555		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15789			3608	4321	-	714		biotin/lipoate A/B protein ligase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15794			4339	5271	+	933		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15799			5525	6016	+	492		thioesterase superfamily protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15804			6344	8263	+	1920		nitrous-oxide reductase			1.7.2.4|Nitrous-oxide reductase	00910|Nitrogen metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15809			8271	9113	+	843		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15814			9110	10489	+	1380		parallel beta-helix repeat-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15819			10470	11399	+	930		sulfate-transporting ATPase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15824			11396	12343	+	948		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15829			12340	12909	+	570		NosL family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15834			12964	13128	-	165		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15839			13270	13434	-	165		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15844			13564	14136	-	573		isochorismatase hydrolase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15849			14554	14778	-	225		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15854			14811	14987	-	177		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15859			15426	17147	+	1722		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15864			17199	18761	+	1563		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15869			18792	19952	+	1161		nicotinate phosphoribosyltransferase			2.4.2.11|Nicotinate phosphoribosyltransferase	00760|Nicotinate and nicotinamide metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15874			20036	20296	+	261		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15879			20366	20965	-	600		AMMECR1 domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15884			21105	21290	-	186		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15889			21259	21624	-	366		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15894			22534	22824	+	291		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15899			23679	25109	+	1431		replication factor A				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15904			25176	25607	+	432		Transcription factor CBF/NF-Y/histone domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15909			25612	26643	+	1032		histone deacetylase superfamily protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15914			26650	28095	-	1446		tRNA CCA-pyrophosphorylase			2.7.7.72|CCA tRNA nucleotidyltransferase	
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15919			28399	28986	+	588		molybdenum cofactor synthesis domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000038	RefSeq	CDS		C485_15924			29144	29662	+	519		oligopeptide/dipeptide ABC transporter, ATPase subunit				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15935			1	809	-	809		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15940			1315	1755	+	441		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15945			1770	2186	-	417		Mov34/MPN/PAD-1 family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15950			2183	3181	-	999		periplasmic binding protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15955			3360	5225	-	1866		molybdopterin biosynthesis protein MoeA/LysR substrate binding-domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15960			5331	6458	+	1128		beta-lactamase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15965			6479	7792	-	1314		molybdenum cofactor synthesis protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15970			7992	8363	+	372		heat shock protein Hsp20				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15975			8430	10076	+	1647		ABC-1 domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15980			10164	11837	+	1674		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15985			11962	13050	+	1089		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15990			13215	13589	+	375		translation initiation factor IF-5A				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_15995			13589	14440	+	852		Agmatinase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_16000			14566	15066	+	501		NUDIX hydrolase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000041	RefSeq	CDS		C485_16005			15225	16108	-	884		NADH quinone oxidoreductase, PIG3 family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16010			1385	2866	+	1482		prolyl-tRNA ligase			6.1.1.15|Proline--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16015			3374	7891	+	4518		glutamate synthase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16020			8564	9184	-	621		peroxidase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16025			9236	9646	-	411		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16030			9726	10880	-	1155		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16035			10977	11981	-	1005		RecA-superfamily ATPase implicated in signal transduction-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16040			12144	13133	+	990		NAD-dependent epimerase/dehydratase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16045			13141	14217	-	1077		HtpX protease-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16050			14394	15455	+	1062	egsA	NAD(P)-dependent glycerol-1-phosphate dehydrogenase			1.1.1.261|sn-glycerol-1-phosphate dehydrogenase	
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16055			15472	16308	-	837		ABC-2 type transporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16060			16305	17276	-	972		ABC transporter-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16065			17375	19186	-	1812		WD40-like beta Propeller containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16070			19345	20406	+	1062		glycosyl transferase group 1				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16075			20583	20993	+	411		histidine triad protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16080			21045	22196	-	1152		tryptophan synthase subunit beta			4.2.1.20|Tryptophan synthase	00260|Glycine, serine and threonine metabolism;00400|Phenylalanine, tyrosine and tryptophan biosynthesis
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16085			22374	23357	-	984		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16090			23361	23498	-	138		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16095			23676	25361	-	1686		NADH-ubiquinone oxidoreductase chain 49kDa				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16100			25547	26455	+	909		phosphoesterase PA-phosphatase-related protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16105			26760	28307	+	1548		sulfatase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16110			28404	29150	-	747		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16115			29395	29691	+	297		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16120			29806	30471	+	666		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16125			30563	31810	+	1248		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16140			34463	34966	-	504		PPOX class F420-dependent enzyme				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16145			35077	36315	+	1239		major facilitator superfamily protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16150			36402	36788	-	387		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16155			36937	38196	+	1260		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16160			38379	38576	+	198		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16165			38671	39072	+	402		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16170			39482	39739	-	258		phage PhiH1 repressor protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16175			39793	40041	-	249		PhiH1 repressor-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000042	RefSeq	CDS		C485_16180			40405	40671	-	267		hypothetical protein				
