target_name	t_accession	tlen	query_name	q_accession	qlen	fullseq_evalue	fullseq_score	fullseq_bias	num_of_domain	total_hit_domains	c-evalue	i-evalue	hmm_score	hmm_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	acc	description_of_target	aln_length	qcov
Ga0222667_1000160_1268	-	594	64534_Ga0075122_10000557_369	-	610	1.7e-251	838.2	2.8	1	1	8.6e-255	1.9e-251	838.1	2.8	1	607	1	590	1	594	0.99	[17014 - 15233] (REVERSE SENSE)	589	0.9655737704918033
JABURA010000001_409	-	640	64534_Ga0075122_10000557_369	-	610	3e-245	817.6	7.8	1	1	1.5e-248	3.3e-245	817.5	7.8	2	610	2	640	1	640	0.98	[27237 - 29156] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	638	1.0459016393442624
QNAN01000020.1_50	-	601	64534_Ga0075122_10000557_369	-	610	5.2e-230	767.3	11.9	1	1	2.9e-233	6.5e-230	767	11.9	26	556	10	599	3	601	0.98	[1589 - 3391] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	589	0.9655737704918033
DQXS01000079.1_50	-	601	64534_Ga0075122_10000557_369	-	610	6.3e-230	767	12	1	1	3.5e-233	7.8e-230	766.7	12	26	556	10	599	3	601	0.98	[1589 - 3391] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	589	0.9655737704918033
Ga0116200_10000074_50	-	601	64534_Ga0075122_10000557_369	-	610	6.3e-230	767	12	1	1	3.5e-233	7.8e-230	766.7	12	26	556	10	599	3	601	0.98	[1589 - 3391]	589	0.9655737704918033
DQZJ01000063.1_58	-	539	64534_Ga0075122_10000557_369	-	610	3.6e-216	721.6	4.1	1	1	1.8e-219	4e-216	721.4	4.1	9	528	7	536	1	539	0.98	[1729 - 3345] TPA_asm: Candidatus Aenigmarchaeota archaeon isolate HyVt-178 Ga0116200_10020085, whole genome shotgun sequence	529	0.8672131147540983
NZ_CP071597.1_529	-	617	64534_Ga0075122_10000557_369	-	610	8.6e-117	393.4	0.1	1	1	4.9e-120	1.1e-116	393	0.1	24	600	13	612	3	616	0.91	[33997 - 35847] Halovivax sp. KZCA124 chromosome 1, complete sequence	599	0.9819672131147541
JNCS01000001_2656	-	674	64534_Ga0075122_10000557_369	-	610	6.7e-77	261.6	26.1	1	1	5.8e-80	1.3e-76	260.6	26.1	32	500	35	535	14	671	0.85	[6823 - 4802] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	500	0.819672131147541
JGI12330J12834_1000008_2911	-	631	64534_Ga0075122_10000557_369	-	610	1.3e-76	260.6	11.5	1	1	7e-80	1.6e-76	260.4	11.5	29	595	13	625	4	631	0.8	[6802 - 4910] (REVERSE SENSE)	612	1.0032786885245901
ATYM01000002_2219	-	653	64534_Ga0075122_10000557_369	-	610	2.4e-74	253.2	0.1	1	1	1.4e-77	3.2e-74	252.7	0.1	30	595	21	638	10	648	0.78	[72925 - 70967] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	617	1.0114754098360657
Ga0207718_100100_2679	-	649	64534_Ga0075122_10000557_369	-	610	1.4e-68	234.2	0	1	1	7.8e-72	1.8e-68	233.8	0	25	601	19	648	9	649	0.8	[6899 - 4953] (REVERSE SENSE)	629	1.0311475409836066
Ga0207733_100382_394	-	650	64534_Ga0075122_10000557_369	-	610	7.8e-68	231.7	2.2	1	1	4.4e-71	9.9e-68	231.3	2.2	24	599	12	641	1	646	0.76	[25041 - 26990]	629	1.0311475409836066
LOEP01000012_1233	-	653	64534_Ga0075122_10000557_369	-	610	2.8e-67	229.8	2.2	1	1	1.6e-70	3.7e-67	229.4	2.2	24	505	9	528	3	649	0.77	[34719 - 32761] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	519	0.8508196721311475
Ga0207719_100190_1240	-	650	64534_Ga0075122_10000557_369	-	610	4e-65	222.7	2.4	1	1	2.4e-68	5.5e-65	222.2	2.4	24	599	15	641	4	646	0.76	[11187 - 9238] (REVERSE SENSE)	626	1.0262295081967212
CP010426.1_17077	-	765	64534_Ga0075122_10000557_369	-	610	1.8e-55	190.8	10.7	1	1	1.1e-58	2.4e-55	190.4	10.7	8	498	7	503	1	518	0.83	[771351 - 769057] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	496	0.8131147540983606
Ga0078972_1006503_634	-	559	64534_Ga0075122_10000557_369	-	610	2e-53	184.1	1.1	1	1	1.1e-56	2.5e-53	183.7	1.1	9	501	17	500	8	556	0.81	[25239 - 23563] (REVERSE SENSE)	483	0.7918032786885246
DRBS01000206.1_58	-	634	64534_Ga0075122_10000557_369	-	610	2e-52	180.7	11.8	1	1	3.5e-55	7.9e-52	178.8	11.8	5	546	21	629	16	634	0.77	[1494 - 3395] TPA_asm: Candidatus Desulfofervidus auxilii isolate HyVt-233 Ga0116200_10000518, whole genome shotgun sequence	608	0.9967213114754099
Ga0208375_1000150_2954	-	644	64534_Ga0075122_10000557_369	-	610	6.6e-47	162.5	12.2	1	1	5e-50	1.1e-46	161.8	12.2	9	520	18	621	10	641	0.74	[63267 - 61336] (REVERSE SENSE)	603	0.9885245901639345
LKMP01000007.1_1269	-	596	64534_Ga0075122_10000557_369	-	610	5.3e-44	152.9	7.9	1	1	3.1e-47	7e-44	152.5	7.9	24	543	11	578	4	595	0.79	[21415 - 19628] (REVERSE SENSE) Nanohaloarchaea archaeon B1-Br10_U2g21 LB-BRINE-C121, whole genome shotgun sequence	567	0.9295081967213115
VEPM01000029.1_1079	-	632	64534_Ga0075122_10000557_369	-	610	1.8e-42	147.9	9.4	1	1	1.7e-45	3.9e-42	146.8	9.4	5	502	14	548	11	624	0.82	[47980 - 46085] (REVERSE SENSE) Candidatus Methanoperedens sp. isolate MnB_20 Mn.Bin2_29, whole genome shotgun sequence	534	0.8754098360655738
QMWF01000152.1_119	-	568	64534_Ga0075122_10000557_369	-	610	7.8e-42	145.8	6.7	1	1	4.9e-45	1.1e-41	145.3	6.7	53	509	38	509	9	565	0.84	[1705 - 2] (REVERSE SENSE) Candidatus Geothermarchaeota archaeon isolate B85_G16 B85_Guay16_scaffold_46347, whole genome shotgun sequence	471	0.7721311475409836
Ga0172379_10000243_1712	-	572	64534_Ga0075122_10000557_369	-	610	1.7e-39	138.1	12.4	1	1	1.8e-42	3.9e-39	136.8	12.4	8	535	9	562	1	571	0.76	[104325 - 106040]	553	0.9065573770491804
QMYS01000134.1_187	-	553	64534_Ga0075122_10000557_369	-	610	3.1e-39	137.2	10.8	1	1	1.7e-42	3.8e-39	136.9	10.8	19	505	7	496	3	551	0.84	[1696 - 38] (REVERSE SENSE) Candidatus Thorarchaeota archaeon isolate B59_G1 B59_Guay1_scaffold_13974, whole genome shotgun sequence	489	0.8016393442622951
Ga0164313_10000250_360	-	724	64534_Ga0075122_10000557_369	-	610	5.8e-38	133	8.3	1	1	5e-41	1.1e-37	132	8.3	14	492	19	495	13	720	0.79	[20706 - 22877]	476	0.780327868852459
QNDS01000002.1_360	-	724	64534_Ga0075122_10000557_369	-	610	5.8e-38	133	8.3	1	1	5e-41	1.1e-37	132	8.3	14	492	19	495	13	720	0.79	[20706 - 22877] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	476	0.780327868852459
Ga0075122_10000851_87	-	598	64534_Ga0075122_10000557_369	-	610	3.1e-37	130.6	8.3	1	1	1.8e-40	4.1e-37	130.2	8.3	10	499	7	501	1	521	0.83	[3093 - 4886]	494	0.8098360655737705
Ga0207715_100102_886	-	711	64534_Ga0075122_10000557_369	-	610	4.1e-34	120.3	9	1	1	2.7e-37	6.1e-34	119.7	9	17	502	8	531	2	549	0.75	[71922 - 69790] (REVERSE SENSE)	523	0.8573770491803279
DRYJ01000053.1_92	-	618	64534_Ga0075122_10000557_369	-	610	7.3e-33	116.1	0.6	1	1	5.1e-36	1.1e-32	115.5	0.6	73	585	61	606	41	616	0.79	[3723 - 5576] TPA_asm: Candidatus Bathyarchaeota archaeon isolate SpSt-11 Ga0065719_100268, whole genome shotgun sequence	545	0.8934426229508197
Ga0065719_100268_92	-	618	64534_Ga0075122_10000557_369	-	610	7.3e-33	116.1	0.6	1	1	5.1e-36	1.1e-32	115.5	0.6	73	585	61	606	41	616	0.79	[3723 - 5576]	545	0.8934426229508197
Ga0172377_10000119_1194	-	703	64534_Ga0075122_10000557_369	-	610	2.9e-31	110.9	14.5	1	1	1.2e-31	2.7e-28	101	14.5	9	600	9	638	1	645	0.71	[58944 - 61052]	629	1.0311475409836066
JAADFW010000227.1_570	-	630	64534_Ga0075122_10000557_369	-	610	9.5e-31	109.2	19.2	1	1	3.1e-33	7e-30	106.3	19.2	1	600	1	623	1	629	0.74	[8436 - 6547] (REVERSE SENSE) Chlorobi bacterium isolate M_MaxBin.088 contig-127_5253, whole genome shotgun sequence	622	1.019672131147541
CP058579_1394	-	667	64534_Ga0075122_10000557_369	-	610	1.9e-28	101.5	0.1	1	1	1.3e-31	2.9e-28	101	0.1	12	593	25	651	14	664	0.7	[101707 - 103707] [Halobonum sp. NJ-3-1 | 2743089.3]	626	1.0262295081967212
Ga0172379_10001592_425	-	696	64534_Ga0075122_10000557_369	-	610	5.1e-28	100.1	19.8	1	1	6.2e-28	1.4e-24	88.8	19.7	153	597	132	625	1	656	0.68	[24841 - 26928]	493	0.8081967213114755
CP048739_1731	-	684	64534_Ga0075122_10000557_369	-	610	3.6e-25	90.7	4.3	1	1	2.2e-28	5e-25	90.3	4.3	11	598	17	668	9	679	0.7	[53109 - 51058] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	651	1.0672131147540984
DTWW01000349.1_28	-	612	64534_Ga0075122_10000557_369	-	610	2.1e-21	78.3	1.6	1	1	4.1000000000000003e-23	9.2e-20	72.9	1.6	30	535	49	609	21	612	0.67	[379 - 2214] TPA_asm: Candidatus Micrarchaeota archaeon isolate UWMA-0176 k99_2777214, whole genome shotgun sequence	560	0.9180327868852459
Ga0222658_1000332_42	-	435	64551_Ga0075122_10000557_386	-	435	2.8e-278	925.2	69	1	1	2.3e-282	3.2e-278	925	69	1	435	1	435	1	435	1	[914 - 2218]	434	0.9977011494252873
Ga0222667_1000160_1291	-	435	64551_Ga0075122_10000557_386	-	435	2.8e-278	925.2	69	1	1	2.3e-282	3.2e-278	925	69	1	435	1	435	1	435	1	[15233 - 13929] (REVERSE SENSE)	434	0.9977011494252873
Ga0075122_10000557_495	-	192	64660_Ga0075122_10000557_495	-	186	2.4e-89	300.4	4.2	1	1	1.6e-93	2.6e-89	300.3	4.2	2	186	1	192	1	192	0.99	[27391 - 27966]	191	1.0268817204301075
Ga0222658_1000332_194	-	186	64660_Ga0075122_10000557_495	-	186	7e-87	292.4	3.3	1	1	4.8e-91	7.7e-87	292.2	3.3	2	186	3	186	1	186	0.99	[11403 - 11960]	183	0.9838709677419355
Ga0222667_1000160_1443	-	186	64660_Ga0075122_10000557_495	-	186	7e-87	292.4	3.3	1	1	4.8e-91	7.7e-87	292.2	3.3	2	186	3	186	1	186	0.99	[4744 - 4187] (REVERSE SENSE)	183	0.9838709677419355
DRYJ01000053.1_137	-	191	64660_Ga0075122_10000557_495	-	186	1.2e-28	102.5	6.6	1	1	9.6e-33	1.5e-28	102.1	6.6	3	186	17	191	15	191	0.91	[7637 - 8209] TPA_asm: Candidatus Bathyarchaeota archaeon isolate SpSt-11 Ga0065719_100268, whole genome shotgun sequence	174	0.9354838709677419
Ga0065719_100268_137	-	191	64660_Ga0075122_10000557_495	-	186	1.2e-28	102.5	6.6	1	1	9.6e-33	1.5e-28	102.1	6.6	3	186	17	191	15	191	0.91	[7637 - 8209]	174	0.9354838709677419
Ga0075122_10000557_1016	-	558	65181_Ga0075122_10000557_1016	-	558	0	1122.1	20.2	1	1	0	0	1121.9	20.2	1	558	1	558	1	558	1	[8910 - 7237] (REVERSE SENSE)	557	0.9982078853046595
Ga0222667_1000160_552	-	549	65181_Ga0075122_10000557_1016	-	558	7.5e-303	1007.5	26.5	1	1	4.4e-307	8.4e-303	1007.4	26.5	6	558	2	549	1	549	0.99	[22942 - 24588]	547	0.9802867383512545
Ga0222667_1000160_569	-	366	65193_Ga0075122_10000557_1028	-	366	1.9e-214	713.9	19	1	1	1.1e-218	2.1e-214	713.8	19	1	366	1	366	1	366	1	[24587 - 25684]	365	0.9972677595628415
Ga0075122_10000557_1028	-	350	65193_Ga0075122_10000557_1028	-	366	2.7e-190	634.5	26.2	1	1	1.5e-194	3e-190	634.3	26.2	5	364	2	346	1	350	0.99	[7232 - 6183] (REVERSE SENSE)	344	0.9398907103825137
Ga0075122_10000557_1052	-	100	65217_Ga0075122_10000557_1052	-	100	1.1e-58	197.7	1.2	1	1	7.6e-63	1.2e-58	197.5	1.2	1	100	1	100	1	100	0.99	[4925 - 4626] (REVERSE SENSE)	99	0.99
Ga0222667_1000160_598	-	98	65217_Ga0075122_10000557_1052	-	100	6.6e-57	192	0.4	1	1	4.5e-61	7.3e-57	191.9	0.4	3	100	1	98	1	98	0.99	[27117 - 27410]	97	0.97
Ga0075122_10000557_1055	-	77	65220_Ga0075122_10000557_1055	-	77	2.9e-47	160.9	9	1	1	6.7e-52	3.2e-47	160.7	9	1	77	1	77	1	77	0.99	[4626 - 4396] (REVERSE SENSE)	76	0.987012987012987
Ga0222667_1000160_604	-	66	65220_Ga0075122_10000557_1055	-	77	2.7e-33	116.1	11.9	1	1	6.1e-38	2.9e-33	116	11.9	1	71	1	66	1	66	0.98	[27525 - 27722]	65	0.8441558441558441
Ga0222667_1000160_607	-	86	65223_Ga0075122_10000557_1058	-	86	6.6e-51	172.9	4.3	1	1	1.5e-55	7.3e-51	172.7	4.3	1	86	1	86	1	86	1	[27721 - 27978]	85	0.9883720930232558
Ga0075122_10000557_1058	-	82	65223_Ga0075122_10000557_1058	-	86	1.8e-45	155.5	7.7	1	1	4.1e-50	2e-45	155.3	7.7	1	86	1	82	1	82	0.99	[4415 - 4170] (REVERSE SENSE)	81	0.9418604651162791
JGI12330J12834_1000008_1781	-	358	67914_Ga0078972_1006503_844	-	361	2.4e-94	319	1.9	1	1	3.9e-98	2.7e-94	318.8	1.9	2	351	25	349	24	358	0.93	[79107 - 78034] (REVERSE SENSE)	324	0.8975069252077562
Ga0078972_1006503_844	-	389	67914_Ga0078972_1006503_844	-	361	2.1e-93	315.9	10.3	1	1	3.5e-97	2.4e-93	315.7	10.3	1	360	5	362	5	364	0.93	[13578 - 12412] (REVERSE SENSE)	357	0.9889196675900277
Ga0207718_100100_1484	-	344	67914_Ga0078972_1006503_844	-	361	6.8e-90	304.4	0.5	1	1	1.1e-93	7.5e-90	304.2	0.5	2	350	11	334	10	344	0.93	[88479 - 87448] (REVERSE SENSE)	323	0.8947368421052632
JNCS01000001_1310	-	509	67914_Ga0078972_1006503_844	-	361	5.8e-51	176.3	11.1	1	1	1.1e-54	7.3e-51	176	11.1	1	351	1	372	1	389	0.84	[91511 - 89985] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	371	1.0277008310249307
Ga0208375_1000150_3038	-	405	67914_Ga0078972_1006503_844	-	361	4.6e-50	173.3	15.2	1	1	8.3e-54	5.8e-50	173	15.2	1	348	7	390	7	401	0.78	[57070 - 55856] (REVERSE SENSE)	383	1.0609418282548477
Ga0208375_1000150_3585	-	412	67914_Ga0078972_1006503_844	-	361	6.1e-49	169.6	11.2	1	1	1.1e-52	7.5e-49	169.3	11.2	5	351	19	379	16	403	0.82	[25262 - 24027] (REVERSE SENSE)	360	0.997229916897507
Ga0172379_10000243_469	-	415	67914_Ga0078972_1006503_844	-	361	4.3e-45	157	4.9	1	1	8.2e-49	5.6e-45	156.6	4.9	28	346	26	394	8	409	0.77	[28886 - 30130]	368	1.0193905817174516
Ga0164313_10000250_1132	-	410	67914_Ga0078972_1006503_844	-	361	4.4e-33	117.5	3.5	1	1	9.7e-37	6.7e-33	116.9	3.5	4	358	8	383	6	388	0.78	[15388 - 14159] (REVERSE SENSE)	375	1.0387811634349031
QNDS01000002.1_1132	-	410	67914_Ga0078972_1006503_844	-	361	4.4e-33	117.5	3.5	1	1	9.7e-37	6.7e-33	116.9	3.5	4	358	8	383	6	388	0.78	[15388 - 14159] (REVERSE SENSE) Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	375	1.0387811634349031
Ga0208375_1000150_1264	-	536	67914_Ga0078972_1006503_844	-	361	5e-31	110.7	32.3	1	1	6.3e-34	4.3e-30	107.6	32.3	1	345	16	472	16	485	0.71	[68868 - 70475]	456	1.263157894736842
Ga0207719_100190_1390	-	194	67914_Ga0078972_1006503_844	-	361	5.4e-21	77.7	1.7	1	1	8.8e-25	6.1e-21	77.5	1.7	3	165	11	194	9	194	0.84	[582 - 1] (REVERSE SENSE)	183	0.5069252077562327
Ga0172379_10001592_688	-	167	71266_Ga0172377_10000119_869	-	167	5.5e-93	311.6	24.6	1	1	3.8e-97	6.1e-93	311.5	24.6	1	167	1	167	1	167	1	[41819 - 42319]	166	0.9940119760479041
Ga0172377_10000119_869	-	141	71266_Ga0172377_10000119_869	-	167	6.4e-73	246.3	14.8	1	1	4.4e-77	7.1e-73	246.2	14.8	1	147	1	140	1	141	1	[38898 - 39320]	139	0.8323353293413174
Ga0172379_10001592_21	-	172	71279_Ga0172377_10000119_882	-	172	8.9e-108	360.2	4.5	1	1	2.1e-112	9.9e-108	360	4.5	1	172	1	172	1	172	1	[624 - 1139]	171	0.9941860465116279
Ga0172377_10000119_882	-	171	71279_Ga0172377_10000119_882	-	172	5.3e-104	347.9	2.7	1	1	1.2e-108	6e-104	347.7	2.7	1	172	3	171	3	171	1	[39457 - 39969]	168	0.9767441860465116
Ga0172377_10000119_885	-	52	71282_Ga0172377_10000119_885	-	52	4.1e-36	124.9	7.8	1	1	9.2e-41	4.5e-36	124.8	7.8	1	52	1	52	1	52	0.99	[40030 - 40185]	51	0.9807692307692307
Ga0172379_10001592_25	-	50	71282_Ga0172377_10000119_885	-	52	2.2e-32	113	3.5	1	1	4.9e-37	2.4e-32	112.9	3.5	1	46	3	49	3	50	0.99	[1195 - 1344]	46	0.8846153846153846
Ga0172377_10000119_891	-	207	71288_Ga0172377_10000119_891	-	207	4.3e-121	404.3	30.8	1	1	1e-125	4.8e-121	404.1	30.8	1	207	1	207	1	207	1	[40097 - 40717]	206	0.9951690821256038
Ga0172379_10001592_31	-	177	71288_Ga0172377_10000119_891	-	207	9.3e-100	334.6	22.9	1	1	2.3e-104	1.1e-99	334.4	22.9	32	203	6	177	2	177	0.99	[1332 - 1862]	171	0.8260869565217391
Ga0172377_10000119_909	-	178	71306_Ga0172377_10000119_909	-	175	2.8e-89	299.8	2	1	1	1.3e-93	3.2e-89	299.6	2	1	175	5	178	5	178	1	[41186 - 41719]	173	0.9885714285714285
Ga0172379_10001592_53	-	175	71306_Ga0172377_10000119_909	-	175	1.1e-86	291.4	5.9	1	1	4.9e-91	1.2e-86	291.2	5.9	1	175	2	175	2	175	1	[2419 - 2943]	173	0.9885714285714285
Ga0172377_10000119_922	-	292	71319_Ga0172377_10000119_922	-	267	1.8e-78	266.1	7.2	1	1	8.4e-83	2e-78	265.9	7.2	7	267	5	279	1	279	0.93	[41716 - 42591]	274	1.0262172284644195
Ga0172379_10001592_109	-	285	71319_Ga0172377_10000119_922	-	267	9.4e-75	253.9	10	1	1	4.4e-79	1.1e-74	253.7	10	7	267	2	273	1	273	0.93	[6165 - 7019]	271	1.0149812734082397
Ga0172377_10000119_818	-	304	71319_Ga0172377_10000119_922	-	267	6.8e-31	110.1	2.7	1	1	3.5e-35	8.5e-31	109.8	2.7	6	267	2	273	1	273	0.83	[35974 - 36885]	271	1.0149812734082397
CP010426.1_26858	-	811	71345_Ga0172377_10000119_948	-	772	4.5e-186	623.2	18.2	1	1	5.1e-190	5.5e-186	622.9	18.2	8	763	27	806	12	811	0.88	[268571 - 266139] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	779	1.0090673575129534
Ga0172377_10000119_948	-	718	71345_Ga0172377_10000119_948	-	772	3.1e-155	521.2	18	1	1	3.3e-159	3.5e-155	521	18	124	762	2	712	1	718	0.85	[42716 - 44869]	710	0.9196891191709845
Ga0172379_10001592_147	-	720	71345_Ga0172377_10000119_948	-	772	3.1e-152	511.3	8.6	1	1	3.5e-156	3.8e-152	511	8.6	124	760	3	712	2	720	0.84	[7337 - 9496]	709	0.9183937823834197
Ga0172379_10000243_2379	-	1293	71345_Ga0172377_10000119_948	-	772	9.4e-108	364.2	17.2	1	1	1.2e-111	1.3e-107	363.7	17.2	6	760	9	1250	4	1266	0.86	[144047 - 147925]	1241	1.6075129533678756
Ga0172379_10001592_172	-	405	71369_Ga0172377_10000119_972	-	405	1.5e-256	853.4	44.3	1	1	8.8e-261	1.7e-256	853.2	44.3	1	405	1	405	1	405	1	[9858 - 11072]	404	0.9975308641975309
Ga0172377_10000119_972	-	367	71369_Ga0172377_10000119_972	-	405	6.4e-217	722.9	42.6	1	1	3.7e-221	7.2e-217	722.7	42.6	40	405	1	366	1	366	1	[45057 - 46157]	365	0.9012345679012346
Ga0172377_10000119_802	-	360	71369_Ga0172377_10000119_972	-	405	1.6e-84	286.9	33.8	1	1	1e-88	2e-84	286.6	33.8	75	395	30	348	22	360	0.9	[34884 - 35963]	318	0.7851851851851852
Ga0172377_10000119_2156	-	219	71369_Ga0172377_10000119_972	-	405	1.3e-35	125.9	20.1	1	1	7.2e-40	1.4e-35	125.7	20.1	203	405	2	218	1	218	0.89	[28385 - 27729] (REVERSE SENSE)	216	0.5333333333333333
Ga0207718_100100_729	-	671	71396_Ga0172377_10000119_999	-	488	1.2e-102	346.5	0	1	1	3.1e-106	1.6e-102	346.1	0	11	484	136	660	48	665	0.83	[50097 - 52109]	524	1.0737704918032787
Ga0172377_10000119_999	-	545	71396_Ga0172377_10000119_999	-	488	1.3e-94	320	0	1	1	4.1e-98	2.1e-94	319.3	0	35	460	36	514	6	543	0.85	[46183 - 47817]	478	0.9795081967213115
Ga0172379_10001592_200	-	552	71396_Ga0172377_10000119_999	-	488	5.8e-94	317.9	0	1	1	1.7e-97	8.5e-94	317.3	0	54	483	63	544	6	549	0.83	[11085 - 12740]	481	0.985655737704918
CP058579_1852	-	723	71396_Ga0172377_10000119_999	-	488	2.3e-91	309.3	0	1	1	5.7e-95	2.9e-91	309	0	12	478	167	700	70	709	0.83	[133126 - 135294] [Halobonum sp. NJ-3-1 | 2743089.3]	533	1.0922131147540983
JGI12330J12834_1000008_726	-	651	71396_Ga0172377_10000119_999	-	488	6.5e-67	228.6	0	1	1	1.5e-70	7.7e-67	228.4	0	12	460	142	626	54	650	0.8	[47209 - 49161]	484	0.9918032786885246
CP010426.1_28444	-	502	71396_Ga0172377_10000119_999	-	488	2.9e-37	130.8	10.5	1	1	6.5e-40	3.3e-36	127.4	10.5	94	462	7	477	5	498	0.8	[187356 - 185851] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	470	0.9631147540983607
ATYM01000002_745	-	992	71396_Ga0172377_10000119_999	-	488	9.2e-16	59.9	0.9	1	1	3e-19	1.5e-15	59.2	0.1	114	451	290	689	273	751	0.74	[47105 - 50080] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	399	0.8176229508196722
JNCS01000001_659	-	990	71396_Ga0172377_10000119_999	-	488	1.3e-15	59.4	0.6	1	1	6.7e-19	3.4e-15	58.1	0.6	114	451	288	691	271	783	0.75	[45178 - 48147] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	403	0.8258196721311475
Ga0172379_10001592_217	-	331	71412_Ga0172377_10000119_1015	-	334	3.3e-200	666.7	18.5	1	1	7.5e-205	3.6e-200	666.6	18.5	1	334	1	331	1	331	1	[12772 - 13764]	330	0.9880239520958084
Ga0172377_10000119_1015	-	331	71412_Ga0172377_10000119_1015	-	334	2.4e-196	654	20.8	1	1	5.4e-201	2.6e-196	653.9	20.8	1	334	1	331	1	331	1	[47885 - 48877]	330	0.9880239520958084
Ga0172379_10001592_222	-	106	71415_Ga0172377_10000119_1018	-	106	1.4e-59	201.4	12.6	1	1	3.2e-64	1.5e-59	201.3	12.6	1	106	1	106	1	106	1	[13764 - 14081]	105	0.9905660377358491
Ga0172377_10000119_1018	-	101	71415_Ga0172377_10000119_1018	-	106	1.1e-49	169.6	0.6	1	1	2.4e-54	1.2e-49	169.5	0.6	1	106	1	101	1	101	0.99	[48841 - 49143]	100	0.9433962264150944
Ga0172377_10000119_1037	-	281	71434_Ga0172377_10000119_1037	-	240	4.2e-118	395.4	2.5	1	1	2.5e-122	4.8e-118	395.2	2.5	2	239	1	262	1	263	0.99	[49482 - 50324]	261	1.0875
Ga0172379_10001592_305	-	282	71434_Ga0172377_10000119_1037	-	240	1.3e-117	393.8	1.7	1	1	7.8e-122	1.5e-117	393.6	1.7	2	239	3	264	1	265	0.99	[18316 - 19161]	261	1.0875
Ga0172379_10001592_316	-	107	71437_Ga0172377_10000119_1040	-	107	5.5e-64	215.3	16.5	1	1	1.3e-68	6e-64	215.2	16.5	1	107	1	107	1	107	1	[19479 - 19799]	106	0.9906542056074766
Ga0172377_10000119_1040	-	105	71437_Ga0172377_10000119_1040	-	107	5.3e-57	192.9	13.5	1	1	1.2e-61	5.9e-57	192.7	13.5	1	101	9	105	9	105	0.99	[50317 - 50631]	96	0.897196261682243
Ga0172377_10000119_1129	-	311	71526_Ga0172377_10000119_1129	-	311	2.8e-84	285.7	3.1	1	1	1.6e-88	3.1e-84	285.5	3.1	11	309	3	307	1	311	0.91	[56134 - 57066]	304	0.977491961414791
Ga0172379_10001592_358	-	309	71526_Ga0172377_10000119_1129	-	311	2.4e-81	276.1	4.8	1	1	1.3e-85	2.6e-81	275.9	4.8	11	309	3	306	1	309	0.92	[21743 - 22669]	303	0.9742765273311897
Ga0172377_10000119_1194	-	703	71591_Ga0172377_10000119_1194	-	700	0	1310.1	31.6	1	1	0	0	1310	31.6	1	700	1	703	1	703	1	[58944 - 61052]	702	1.002857142857143
Ga0172379_10001592_425	-	696	71591_Ga0172377_10000119_1194	-	700	0	1297.9	34.8	1	1	0	0	1297.8	34.8	1	700	1	696	1	696	1	[24841 - 26928]	695	0.9928571428571429
CP010426.1_17077	-	765	71591_Ga0172377_10000119_1194	-	700	5e-292	972.9	25.4	1	1	2.1e-295	6.1e-292	972.7	25.4	2	697	1	759	1	762	0.99	[771351 - 769057] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	758	1.082857142857143
VEPM01000029.1_1079	-	632	71591_Ga0172377_10000119_1194	-	700	2.1e-106	359.4	14.5	1	1	4.6e-109	1.3e-105	356.8	14.6	26	519	60	547	53	573	0.91	[47980 - 46085] (REVERSE SENSE) Candidatus Methanoperedens sp. isolate MnB_20 Mn.Bin2_29, whole genome shotgun sequence	487	0.6957142857142857
